customerid,name,address,citystatezip,birthdate,phone
5263,"Christopher Powell","833 St Johns Pl","Brooklyn, NY 11216","1948-02-16","332-224-8223"
5264,"Melissa Munoz","241A E 204th St","Bronx, NY 10458","1983-12-05","516-377-0946"
5265,"Thomas Brock","6 Tiffany Pl","Brooklyn, NY 11231","1949-06-19","914-613-0803"
5266,"Melissa Hendricks","66-37 70th Ave","Ridgewood, NY 11385","1936-04-09","680-726-6723"
5267,"Mark Bell","381A Ft Hamilton","Brooklyn, NY 11209","1978-05-10","914-483-5413"
5268,"Daniel Velazquez","3708 Irwin Ave","Bronx, NY 10463","1974-12-14","516-637-5297"
5269,"Sarah Davis","1152 Close Ave","Bronx, NY 10472","1996-08-06","516-738-1948"
5270,"Justin Dickerson","153-9 Grand Central Pkwy","Jamaica, NY 11432","1950-06-06","347-989-5426"
5271,"Kimberly Olsen","3576 NW Main St","Nampa, ID 83687","1993-03-10","986-603-9362"
5272,"Nicholas Lane Jr.","99-29 194th St","Hollis, NY 11423","1957-10-06","516-330-7888"
5273,"Jennifer Smith","2956 Throop Ave","Bronx, NY 10469","1976-10-30","518-446-0706"
5274,"Jacqueline Adkins","8-24 123rd St","College Point, NY 11356","1989-08-27","585-288-6249"
5275,"Angela Kelley","256-58 75th Ave","Glen Oaks, NY 11004","1979-02-04","585-616-3690"
5276,"Tina Benson","248A Dumont Ave","Brooklyn, NY 11212","1965-10-31","631-944-2903"
5277,"Crystal Amy Harper","127-4 135th Ave","South Ozone Park, NY 11420","1959-01-06","838-661-6582"
5278,"Tony Whitehead","476A Marcy Ave","Brooklyn, NY 11206","1990-05-11","838-418-1489"
5279,"Matthew Osborne","2751A Church Ave","Brooklyn, NY 11226","1951-06-21","585-723-2333"
5280,"Richard Perez Jr.","2773 S Park Rd","Waldorf, MD 20601","1984-10-07","410-631-2394"
5281,"Christopher Reid","3305 S 11th St","Dallas, TX 75238","1977-12-21","254-589-7801"
5282,"Melissa Cooley","725B St Nicholas Ave","Manhattan, NY 10031","1950-01-03","585-341-0668"
5283,"Leslie Miller","1070B Southern Blvd","Bronx, NY 10459","1978-01-05","838-347-1152"
5284,"Crystal Wright","29 Alexander Ave","Staten Island, NY 10312","1980-01-19","516-275-8220"
5285,"Lisa Smith","993A Columbus Ave","Manhattan, NY 10025","1993-01-21","646-872-2125"
5286,"Kristie Banks","1667 Dogwood Rd SE","Newnan, GA 30265","1970-07-06","229-443-1889"
5287,"Brenda Coleman","359 W 30th St","Manhattan, NY 10001","1994-09-04","646-649-3240"
5288,"Jordan Roberts","77-85 Metropolitan Ave","Middle Village, NY 11379","1975-08-27","917-370-0755"
5289,"Dana Lori Maldonado","2022 Union St","Brooklyn, NY 11212","1998-12-06","914-795-4377"
5290,"Robert Vasquez","896½ Amsterdam Ave","Manhattan, NY 10025","1958-08-07","929-474-1624"
5291,"Hector Smith","726 E 216th St","Bronx, NY 10467","1984-03-28","516-617-3707"
5292,"Sarah Campos","993 Rear Hemlock St","Brooklyn, NY 11208","1999-08-20","631-941-0628"
5293,"Roberto Anderson","82-96 Austin St","Kew Gardens, NY 11415","1947-10-16","845-541-0543"
5294,"Marcia Acosta","2185 Barnes Ave","Bronx, NY 10462","1990-11-03","585-701-7938"
5295,"Timothy Turner","2-33 147th St","Whitestone, NY 11357","1984-02-03","838-458-8667"
5296,"Amy Mary Sanders","20-76 Mott Ave","Far Rockaway, NY 11691","1958-09-28","585-387-3785"
5297,"Samantha Hughes","2325A Bath Ave","Brooklyn, NY 11214","1969-11-01","212-893-0606"
5298,"Gregory Robertson","1201A Fairfax Ave","Bronx, NY 10465","1953-01-02","315-430-6761"
5299,"Peter Turner","65-27 41st Ave","Woodside, NY 11377","1987-06-22","585-999-9962"
5300,"Danielle Miller","264 Schroeders Ave","Brooklyn, NY 11239","1961-06-26","680-519-5459"
5301,"Rebecca Campbell","2738A Pearsall Ave","Bronx, NY 10469","2000-11-07","631-625-5992"
5302,"David Mendoza","1355 61st St","Brooklyn, NY 11219","1977-11-11","516-319-0070"
5303,"Megan Blair","7021 Louise Terrace","Brooklyn, NY 11209","1985-01-16","631-774-3724"
5304,"Colin Wood","181 S 8th St","Brooklyn, NY 11211","1959-03-19","914-591-3423"
5305,"Miguel Robinson","531A Kingston Ave","Brooklyn, NY 11225","1991-01-11","838-237-5727"
5306,"Jennifer Woodard","680 64th St","Brooklyn, NY 11220","1970-09-25","585-329-1805"
5307,"Kevin Flynn","819 Union St","Brooklyn, NY 11217","1999-06-17","516-302-5540"
5308,"Brian Frazier","1067 Summit Ave","Bronx, NY 10452","1970-02-12","914-475-2478"
5309,"Neil Wilson","217A E 17th St","Manhattan, NY 10003","1951-01-28","516-497-6316"
5310,"Nicholas Nelson","88-9 135th St","Richmond Hill, NY 11418","1959-05-19","917-655-4613"
5311,"Derrick Ellison Jr.","146-9 77th Rd","Flushing, NY 11367","1963-06-05","838-533-7507"
5312,"Joanna Pruitt","9 Ave J","Brooklyn, NY 11204","1990-02-24","838-295-8925"
5313,"Joshua Smith","97 W 111th St","Manhattan, NY 10026","1986-06-04","914-243-3254"
5314,"Justin Hanson","173 Park Dr S","South English, IA 52335","1971-05-15","515-823-3729"
5315,"Jennifer Fuller","449B W 57th St","Manhattan, NY 10019","1967-07-27","838-603-0644"
5316,"Elizabeth Nichols","166 Hart Blvd","Staten Island, NY 10301","1968-09-13","516-235-9309"
5317,"Ryan Robinson","2836B Surf Ave","Brooklyn, NY 11224","1961-01-03","315-998-2345"
5318,"Francisco Park","50-14 58th Ln","Woodside, NY 11377","1970-08-13","838-377-4646"
5319,"Kelsey Gonzalez","604 Lafayette Ave","Brooklyn, NY 11216","1960-08-27","315-588-6399"
5320,"Chase Zavala","288 Rear 2nd Ave","Manhattan, NY 10003","1960-05-08","838-929-8966"
5321,"Richard Miller Jr.","53 Just Ct","Brooklyn, NY 11229","1982-10-13","838-802-8466"
5322,"Donald Hill","545 NE Cedar Rd","San Antonio, TX 78245","1975-11-20","903-388-4798"
5323,"Deanna Buchanan","141-28 257th St","Rosedale, NY 11422","1979-04-28","716-713-6501"
5324,"Samuel Madden","641C W 30th St","Manhattan, NY 10001","1996-05-03","516-300-8394"
5325,"Alyssa Pierce","532 S Gannon Ave","Staten Island, NY 10314","1990-10-01","516-621-4995"
5326,"Daniel Brown","1017 Lexington Ave","Manhattan, NY 10021","1942-09-22","315-538-6304"
5327,"Andrea Gonzalez","103 Gatling Pl","Brooklyn, NY 11209","1955-07-06","631-530-7000"
5328,"Joseph Navarro","991 S Park St","Redland, MD 20877","1962-08-22","667-702-9736"
5329,"Christopher Mack","1425 Grand Concession","Bronx, NY 10452","1986-07-02","516-927-3875"
5330,"Alexandria Morse","4829 Ave J","Brooklyn, NY 11234","1989-05-26","347-857-3208"
5331,"Caleb Smith","52 W 88th St","Manhattan, NY 10024","1985-11-20","585-358-4857"
5332,"Michaela Warner","3072 26th Rd","North Port, FL 34287","1985-07-11","561-576-3283"
5333,"Peter Bean","2911 NE Willow Dr","Plainfield, NJ 07060","1959-07-16","640-974-9418"
5334,"Lindsay Barnes","158-45 103rd St","Howard Beach, NY 11414","1955-10-02","516-949-6925"
5335,"Aaron Klein","132-41 132nd St","South Ozone Park, NY 11420","1994-06-30","838-470-6514"
5336,"Tara Bennett","1851 E Tremont Ave","Bronx, NY 10460","1952-03-18","934-474-2674"
5337,"Virginia Romero","2031 Powell Ave","Bronx, NY 10472","1993-02-22","680-747-5475"
5338,"Katherine Kelley","335-1 Willow Rd E","Staten Island, NY 10314","1993-12-02","585-435-6590"
5339,"Michael Brown","17A St Johns Rd","Ridgewood, NY 11385","1971-03-26","516-871-0351"
5340,"Patrick Alvarado","1489 61st St","Brooklyn, NY 11219","1949-09-20","929-723-3566"
5341,"Brian Bell","2298A Olean St","Brooklyn, NY 11210","1959-05-13","917-514-8882"
5342,"Dawn Martinez","256-69 Cherry Ave","Flushing, NY 11355","1952-10-15","838-601-3952"
5343,"Robert Cardenas","34A Sackman St","Brooklyn, NY 11233","1964-07-26","585-785-3196"
5344,"Tony Moore","415 E 90th St","Manhattan, NY 10128","1955-03-17","315-841-4014"
5345,"John Flynn II","3 Gabriel Dr","Bronx, NY 10469","1974-10-13","716-250-9091"
5346,"Dale Strong","41 Central Park S","Manhattan, NY 10019","1958-12-04","838-207-6532"
5347,"Amber Hernandez","1994 Ryer Ave","Bronx, NY 10457","1991-07-26","631-535-0608"
5348,"Thomas Osborne","324A Henry St","Brooklyn, NY 11201","1998-02-25","516-646-8038"
5349,"Matthew Moore","845B Columbus Ave","Manhattan, NY 10025","1965-02-19","332-612-5325"
5350,"Tanner Hall","12 Garden Pl","Brooklyn, NY 11201","1998-02-02","518-536-8248"
5351,"Shirley Lopez","2797 E 5th Ave","Rochester, NY 14614","1962-11-07","607-737-6968"
5352,"Lawrence Fowler","131-55 135th St","South Ozone Park, NY 11420","1977-09-04","516-743-0711"
5353,"James Daniels","18A Thomas S Boyland St","Brooklyn, NY 11233","1951-02-27","585-230-7663"
5354,"Robert Long","411 E 114th St","Manhattan, NY 10029","1965-01-09","914-556-9674"
5355,"Joshua Hill","106-63 135th St","South Richmond Hill, NY 11419","1956-01-22","516-388-1661"
5356,"Richard Bryant","56 W 58th St","Manhattan, NY 10019","1958-05-20","315-679-8154"
5357,"Christopher Murillo","568 8th Dr W","Dallas, TX 75215","1959-01-26","806-844-0067"
5358,"William Santiago","2887 W 19th St","Brooklyn, NY 11224","1961-07-09","838-593-0713"
5359,"Jason Salazar","3294 9th Dr S","New York, NY 10453","1966-01-19","914-562-2682"
5360,"Joseph Walker","4382 13th Ave","Brooklyn, NY 11219","1991-10-23","516-211-8047"
5361,"Joseph Campbell","3798 NW Park Rd","Spencer, IA 51301","1949-09-16","712-400-7831"
5362,"Sheila Baker","662 W 162nd St","Manhattan, NY 10032","1977-05-28","332-819-6512"
5363,"Elaine Rodriguez","3952 S 66th Ave","Kendall, FL 33176","1985-08-18","656-856-0820"
5364,"Sandra House","1804 NE Maple Way","Philadelphia, PA 19116","1998-11-02","570-244-4891"
5365,"Monica Christina Hart","29-13 139th St","Flushing, NY 11354","1970-12-30","914-834-4343"
5366,"Stefanie Randolph","1570 York Ave","Manhattan, NY 10028","2000-07-04","516-295-3549"
5367,"Emily Hopkins","2792 Kings Highway","Brooklyn, NY 11229","1966-08-15","838-353-6708"
5368,"Mary Mccarthy","59½ St Marks Pl","Manhattan, NY 10003","1959-11-03","585-582-2073"
5369,"John Lopez","1475 W 10th St","Brooklyn, NY 11204","1976-06-02","315-833-0848"
5370,"Evan Burns","790 Swinton Ave","Bronx, NY 10465","1961-10-05","838-662-8130"
5371,"Sarah Garcia","4661 E 5th Way","Chattanooga, TN 37405","1964-02-10","865-891-0649"
5372,"Susan Carr","1839B Jerome Ave","Bronx, NY 10453","1964-05-30","585-966-3846"
5373,"Sherry Juarez","175I Underhill Ave","Bronx, NY 10473","1947-01-10","631-759-0819"
5374,"Ariel Tiffany Lopez","2896A Broadway","Manhattan, NY 10025","1954-08-03","631-688-7510"
5375,"Christina Booker","1127 Grinnell Pl","Bronx, NY 10474","1981-01-08","718-649-9036"
5376,"Caroline Moss","252 E 161st St","Bronx, NY 10451","1972-07-22","631-232-9985"
5377,"Meredith Lang","2307A Quimby Ave","Bronx, NY 10473","1993-03-10","838-354-9134"
5378,"Jeffrey Bennett","1316 Elm Ave","Brooklyn, NY 11230","1959-11-19","838-887-8751"
5379,"Jonathan Anderson Jr.","78-30 91st Ave","Woodhaven, NY 11421","1941-12-17","315-866-5504"
5380,"James Curry Jr.","1425 SW Park Ln","New York, NY 10301","1955-07-12","680-541-3219"
5381,"Nancy Jones","328B E Tremont Ave","Bronx, NY 10457","1968-09-16","516-643-2659"
5382,"Jill Hernandez","148 W Buchanan St","Staten Island, NY 10301","1951-01-23","332-610-6310"
5383,"Annette Hanson","1138 Brighton Beach Ave","Brooklyn, NY 11235","1973-09-11","646-565-3402"
5384,"Michael Carter Jr.","602 Liberty Ave","Staten Island, NY 10305","1993-10-21","332-912-8317"
5385,"Jeffrey Schroeder","97A W 75th St","Manhattan, NY 10023","1955-12-16","934-452-3635"
5386,"Brian Blevins","245 E Broadway","Manhattan, NY 10002","1999-08-14","516-328-1016"
5387,"Susan Ward","1019 Ave N","Brooklyn, NY 11230","1994-11-10","917-744-9907"
5388,"Jon Benson","1970 Cedar Ln NE","Pine Bluff, AR 71602","1999-08-26","870-727-8370"
5389,"Richard Morse Jr.","356 W 57th St","Manhattan, NY 10019","1983-09-23","315-642-6610"
5390,"Jason Williams","4669 S Park Dr","Waukegan, IL 60085","1983-09-30","779-351-6459"
5391,"Sara Stone","2714 SE Park Rd","Santa Barbara, CA 93109","1994-02-14","442-348-8416"
5392,"Garrett Dominguez","4982 S Cedar Pl","Westland, MI 48185","1959-01-19","906-385-4460"
5393,"Melanie Campbell","4790 NE 8th St","Richmond, VA 23173","1954-05-31","703-907-3661"
5394,"Jessica Clark","111A Hill St","Brooklyn, NY 11208","1990-03-30","212-421-1704"
5395,"Tiffany Rosario","58-4 182nd St","Fresh Meadows, NY 11365","1983-04-29","516-891-2716"
5396,"Daniel White","602 Herkimer St","Brooklyn, NY 11213","1961-06-07","680-392-5277"
5397,"Russell Nichols","567½ W 131st St","Manhattan, NY 10027","1984-06-04","516-284-6954"
5398,"Tracey Morales","233 Woolley Ave","Staten Island, NY 10314","1983-12-30","917-650-7685"
5399,"Julie Johnson","255 W 2nd St","Troutdale, OR 97060","1974-10-26","971-217-2418"
5400,"William Johnson","108-23 101st Ave","South Richmond Hill, NY 11419","1957-02-12","845-356-4725"
5401,"Troy Howell","61 Rear Walton St","Brooklyn, NY 11206","1986-03-04","315-320-8555"
5402,"Brandy Lewis","20 Lexington Ave","Brooklyn, NY 11238","1947-05-22","516-262-0105"
5403,"Julie Collins","511 Westminster Rd","Brooklyn, NY 11218","1963-03-25","585-324-4219"
5404,"Alexander Turner","3536 Lee Ave","Roanoke, VA 24022","1957-09-12","804-839-5732"
5405,"Melissa Baker","1595 11th Ave","Brooklyn, NY 11218","1942-06-04","934-245-9846"
5406,"Tina Lauren Goodwin","1431B St Nicholas Ave","Manhattan, NY 10033","1960-12-10","585-878-9905"
5407,"Andrew Guzman","87-67 102nd Rd","Ozone Park, NY 11416","1981-09-16","315-623-6940"
5408,"Andrew Brown Jr.","931 Thomas S Boyland St","Brooklyn, NY 11212","1949-06-05","631-265-0743"
5409,"Jason Smith Jr.","1269 61st Ave","Miami, FL 33145","1958-08-17","656-906-4109"
5410,"Susan Sara Moore","32-47 108th St","East Elmhurst, NY 11369","1991-06-01","838-897-4802"
5411,"Wesley Macdonald","771 Magnolia Dr","Marrero, LA 70072","1970-07-27","985-849-2924"
5412,"Kathryn Mendez","2499 Hoffman St","Bronx, NY 10458","1944-08-24","516-643-9478"
5413,"Deborah Thompson","1051 W 3rd Way","Citrus Park, FL 33556","1957-03-16","813-569-4188"
5414,"Deborah Brown","4572 S Park Pl","Kansas City, MO 64157","1994-12-22","557-872-5641"
5415,"Brendan Williams","763 Thomas S Boyland St","Brooklyn, NY 11212","1980-03-28","516-325-5290"
5416,"Catherine Gomez","1417A Bath Ave","Brooklyn, NY 11228","1986-03-07","716-255-0878"
5417,"Thomas Dougherty","452A E 74th St","Manhattan, NY 10021","1988-07-17","716-342-0456"
5418,"Roberto Mcfarland","1103 Rear E 222nd St","Bronx, NY 10466","1996-02-24","838-376-9531"
5419,"Christopher Lambert Jr.","125-56 234th St","Rosedale, NY 11422","1999-01-08","716-629-6908"
5420,"Justin Holmes","196-7 Jamaica Ave","Hollis, NY 11423","1955-04-13","631-787-2503"
5421,"Denise Wagner","204A Pulaski St","Brooklyn, NY 11206","1983-12-05","516-538-0397"
5422,"Tonya White","97-23 Sanders Pl","Jamaica, NY 11435","1964-05-22","516-514-8715"
5423,"Brandi Banks","2300 80th St","Brooklyn, NY 11214","1971-02-25","516-234-8738"
5424,"Dana Watkins","97-12 42nd Ave","Corona, NY 11368","1986-02-10","838-496-2911"
5425,"Kimberly Gonzalez","27-57 122nd St","Flushing, NY 11354","1999-09-17","680-589-7200"
5426,"Denise Harrington","265 N 7th St","Brooklyn, NY 11211","1955-09-02","914-983-7773"
5427,"Kayla Giles","905 39th St","Brooklyn, NY 11219","1941-12-20","585-349-3977"
5428,"Willie Morris","5345A 18th Ave","Brooklyn, NY 11204","1942-08-15","607-990-7816"
5429,"Travis Jones","37A E 89th St","Manhattan, NY 10128","1994-02-01","838-700-4173"
5430,"Ashley Martinez","3548 Broadway","Manhattan, NY 10031","1937-09-23","315-444-7547"
5431,"Nancy Smith","1455 16th Dr S","South Venice, FL 34293","1953-04-21","352-312-8451"
5432,"Rachel Smith","128-11 Gotham Rd","South Ozone Park, NY 11420","1940-06-13","838-304-9687"
5433,"Kevin Randolph","167 Clay Pit Rd","Staten Island, NY 10309","1999-04-26","585-674-2122"
5434,"Brittany Mcgee","144-41 Tuskegee Airmen Way","Jamaica, NY 11435","1937-12-04","516-796-6734"
5435,"Elizabeth Ortiz","81-44 Roosevelt Ave","Jackson Heights, NY 11372","1935-11-28","315-937-4056"
5436,"Luis Roberson","826 SE 12th Pl","Los Angeles, CA 90077","1950-06-30","442-402-6758"
5437,"Heather Vazquez","498 W 140th St","Manhattan, NY 10031","1956-11-11","914-706-1327"
5438,"Michelle Davis","1301B Crosby Ave","Bronx, NY 10461","1966-04-05","516-641-1549"
5439,"Jason Hughes","17-22 154th St","Whitestone, NY 11357","1958-06-16","845-884-1416"
5440,"Tonya Quinn","112 67th St","Brooklyn, NY 11220","1973-04-06","838-506-9975"
5441,"Michelle Larson","137 Main St E","Kuna, ID 83634","1969-07-27","986-238-6058"
5442,"Deborah Bradshaw","2051C Jerome Ave","Bronx, NY 10453","1993-01-10","914-956-0007"
5443,"Amy Esparza","3549 Mc Owen Ave","Bronx, NY 10475","1958-02-08","631-845-8425"
5444,"Sharon Jones","8909 19th Ave","Brooklyn, NY 11214","1960-10-05","516-970-7770"
5445,"Alexis Weber","3952 Willow Way","San Jose, CA 95122","1959-11-08","510-838-0675"
5446,"Jamie Arellano","41-42 147th St","Flushing, NY 11355","1997-10-04","315-697-4077"
5447,"William Hammond","117-11 194th St","Saint Albans, NY 11412","1966-12-05","914-458-2917"
5448,"Amber Michaela Underwood","879 Ave X","Brooklyn, NY 11223","1961-10-20","838-455-7188"
5449,"Richard Morrow","2887 S 8th Dr","Minneapolis, MN 55413","1947-07-25","763-416-3530"
5450,"Carol Greene","2555 Park Ln N","New York, NY 10103","1995-12-06","516-765-7493"
5451,"David Anderson","36½ Henry St","Brooklyn, NY 11201","1997-10-04","631-769-4407"
5452,"Sharon Myers","175-23 47th Ave","Flushing, NY 11358","1960-05-05","212-528-7884"
5453,"Pamela Dyer","440 SE Lincoln St","Westmont, IL 60559","1970-03-20","309-700-4654"
5454,"Hannah Anderson","32 Hudson Ave","Brooklyn, NY 11201","1961-04-13","315-889-9138"
5455,"Amanda Wilson","4863 SE Park St","St. Louis, MO 63120","1956-09-25","314-466-9782"
5456,"Glenn Smith","534 Main St","Manhattan, NY 10044","1966-07-07","631-760-9187"
5457,"Matthew Turner","511 Maple Ln SW","Philadelphia, PA 19126","2000-09-19","215-267-2917"
5458,"Michael Rodriguez","237 SW Park Pl","Kansas City, MO 64127","1955-05-15","314-952-7725"
5459,"Brittany Costa","4754 17th Ave","Brooklyn, NY 11204","1959-02-10","838-800-1547"
5460,"Claudia Smith","4271 Maple Pl SW","Central City, PA 15926","1964-09-11","412-673-5207"
5461,"Catherine Santana","4476 SW Maple Dr","Philadelphia, PA 19142","1965-02-26","445-743-0636"
5462,"Ryan Dunn","1944A Grand Ave","Bronx, NY 10453","1951-11-11","838-565-2097"
5463,"Joanne Stephanie Chen","39-20 21st Ave","Astoria, NY 11105","1988-12-16","516-265-7692"
5464,"Sam Williams","1900 Park St","Georgetown, TX 78626","1970-01-07","430-210-7466"
5465,"Elaine Greer","354B Bolton Ave","Bronx, NY 10473","1948-03-31","585-293-6662"
5466,"Stephen Cross","133 Winham Ave","Staten Island, NY 10306","1980-04-27","585-865-7969"
5467,"Steven Wilson Jr.","264 South St","Manhattan, NY 10002","1956-09-20","838-840-4827"
5468,"Douglas Campbell","2740 Briggs Ave","Bronx, NY 10458","1995-10-02","680-626-2317"
5469,"Joe Day","33-8 30th Ave","Astoria, NY 11103","1957-11-07","914-229-1901"
5470,"Lawrence Steele","1971 SW 1st Rd","Herriman, UT 84096","1955-08-21","801-947-9575"
5471,"Tyler Cantrell Jr.","1858 Dogwood Ave SE","Concord, NC 28027","1982-11-10","980-417-7016"
5472,"Michael Long","3548 E Park Dr","Sioux City, IA 51103","1990-07-06","515-506-3607"
5473,"Andrew Bell Jr.","673B Mason Ave","Staten Island, NY 10306","1940-11-06","838-410-7240"
5474,"Aaron Gray","158-39 121st Ave","Jamaica, NY 11434","1961-01-25","838-742-6506"
5475,"Jacob Mendoza","2007 Aspen Way S","Denver, CO 80123","1960-09-15","719-232-7016"
5476,"Mark Thompson","31-12 51st St","Woodside, NY 11377","1986-03-27","516-624-9796"
5477,"Natalie Coleman","96 Brighton 11th St","Brooklyn, NY 11235","1985-04-17","516-728-7726"
5478,"Noah Alvarado","216-61 53rd Ave","Oakland Gardens, NY 11364","1970-03-29","315-465-4594"
5479,"Nicholas Johnson","3510 Lee Way W","Norfolk, VA 23510","1991-04-24","703-327-8215"
5480,"David Beck","48-28 58th St","Woodside, NY 11377","1971-03-22","516-671-9531"
5481,"Russell Gutierrez","4342 Dogwood St W","Charlotte, NC 28216","1950-02-03","828-741-7125"
5482,"Julian Cohen","1373A Surf Ave","Brooklyn, NY 11224","1996-11-01","631-641-9299"
5483,"Patty Chavez","178A W 30th St","Manhattan, NY 10001","1966-05-16","516-589-4806"
5484,"Christopher Jimenez","245 E 39th St","Brooklyn, NY 11203","1996-11-07","585-425-6996"
5485,"Jeremy Spears","3994 Oak Ln W","Alabaster, AL 35114","1954-08-25","938-241-5219"
5486,"Sam House","220-8 111th Ave","Queens Village, NY 11429","1955-11-10","607-836-2966"
5487,"Dana Porter","53 Alexander Ave","Staten Island, NY 10312","1943-08-21","607-236-8810"
5488,"Kenneth Smith","243 Washington Ave","Brooklyn, NY 11205","1975-08-28","716-763-5606"
5489,"Connie Thompson","1087A Clarence Ave","Bronx, NY 10465","1950-01-29","607-761-0340"
5490,"Amy Rios","418A E 70th St","Manhattan, NY 10021","1954-01-15","631-825-8214"
5491,"Edward Andrews Jr.","80-9 Bell Blvd","Queens Village, NY 11427","1959-07-12","585-653-3590"
5492,"James Adams","168-28 Foch Blvd","Jamaica, NY 11434","1987-03-28","716-735-2141"
5493,"James Rodriguez","35 Rear W Kingsbridge Rd","Bronx, NY 10468","1983-06-26","516-959-1630"
5494,"Michelle Crawford","3613 E 37th Pl","Tampa, FL 33647","1988-01-09","239-206-1631"
5495,"Robert Sanders","34-37 89th St","Jackson Heights, NY 11372","1972-09-07","516-643-1810"
5496,"Sara Miller","75-38 160th St","Fresh Meadows, NY 11366","1969-01-30","646-905-7341"
5497,"Robin Benson","1238 Blake Ave","Brooklyn, NY 11208","1988-03-22","315-594-0192"
5498,"William Kelley","78½ W 94th St","Manhattan, NY 10025","1947-11-06","631-887-4117"
5499,"Edward Garrison","34-38 89th St","Jackson Heights, NY 11372","1999-01-12","838-939-1469"
5500,"Timothy Diaz","117-43 145th St","Jamaica, NY 11436","1957-04-26","914-298-6959"
5501,"Peter Green","418B W 57th St","Manhattan, NY 10019","1955-08-02","838-556-0151"
5502,"Michaela Baxter","87-49 118th St","Richmond Hill, NY 11418","1962-12-20","631-672-7038"
5503,"Denise Koch","107B Hoyt St","Brooklyn, NY 11217","1969-03-30","585-589-0502"
5504,"Leroy Vega","3488 Aspen Ln SE","Denver, CO 80216","2000-11-21","719-316-4575"
5505,"Kathleen Emma Barrera","264½ Chauncey St","Brooklyn, NY 11233","1991-06-25","838-721-1592"
5506,"Kevin Mcdaniel","3223 Netherland Ave","Bronx, NY 10463","1950-01-15","680-600-1236"
5507,"Jennifer Wilson","2974 Matthews Ave","Bronx, NY 10467","1985-05-16","914-864-1411"
5508,"Adam Mccormick","2330 SW 7th Pl","Thornton, CO 80260","1990-02-17","970-964-8230"
5509,"Ariana Bridges","2086 60th St","Brooklyn, NY 11204","1985-11-13","838-481-8758"
5510,"Robert Bright","82-9 54th Ave","Elmhurst, NY 11373","1974-06-13","838-278-6899"
5511,"Sally Chapman","34-23 89th St","Jackson Heights, NY 11372","1990-02-04","212-977-0515"
5512,"Theresa Williams","134-14 40th Rd","Flushing, NY 11354","1967-12-08","315-512-6502"
5513,"Jennifer Wade","201 27th St","Brooklyn, NY 11232","1963-07-26","516-928-3004"
5514,"Cynthia Jimenez","440 Mesquite Rd W","Phoenix, AZ 85012","1971-08-09","928-585-9254"
5515,"Juan Sanders","2305 1st Ave","Manhattan, NY 10035","1992-09-06","929-633-1985"
5516,"William Tucker","121-4 Powells Cove Blvd","College Point, NY 11356","1966-10-14","631-201-5419"
5517,"Sheila Thompson","2933 Heath Ave","Bronx, NY 10463","1996-05-20","516-631-5097"
5518,"Jacqueline Ferguson","126-27 89th Ave","Richmond Hill, NY 11418","1991-11-04","315-835-3824"
5519,"Karen Brooks","3028A Cortelyou Rd","Brooklyn, NY 11226","1985-01-13","914-500-1973"
5520,"James Forbes","5062 Broadway","Manhattan, NY 10034","1994-06-01","315-557-5219"
5521,"Larry Hardy Jr.","559 W 37th St","Brooklyn, NY 11224","2000-12-25","631-202-3048"
5522,"Ashley Clark","229-28 129th Ave","Springfield Gardens, NY 11413","1961-05-12","516-326-8877"
5523,"Zachary Kramer","115-5 207th St","Cambria Heights, NY 11411","1973-06-08","838-954-8781"
5524,"Miranda Ramirez","3053 N Park Way","Mentor, OH 44060","1961-12-01","614-597-6781"
5525,"Kenneth Guzman","36-24 22nd St","Astoria, NY 11106","1993-01-16","914-302-8569"
5526,"Frank Kennedy","2093 Frederick Douglass Blvd","Manhattan, NY 10026","1938-09-03","516-427-5223"
5527,"John Marquez","1376 Lexington Ave","Manhattan, NY 10128","1986-12-28","585-883-9055"
5528,"Jessica Garcia","227A Main St","Staten Island, NY 10307","1953-07-07","516-412-6956"
5529,"Amy Chavez","4820 E 9th St","Summerfield, NC 27358","1985-03-20","743-957-9973"
5530,"Jacob Rhodes","96-8 134th St","South Richmond Hill, NY 11419","1946-02-19","315-376-5888"
5531,"Michael Maldonado","4963 Redwood St","Long Beach, CA 90831","1977-12-19","657-202-8743"
5532,"Jennifer White","811 Oak Ave","San Diego, CA 92136","1976-10-15","279-408-5039"
5533,"Kevin Barnes","82-63 54th Ave","Elmhurst, NY 11373","1985-08-03","631-901-6139"
5534,"Ashley Ruiz","878 Franklin Ave","Brooklyn, NY 11225","1993-04-26","516-256-3494"
5535,"Sam Stone","471 Park Ln","Lancaster, CA 93535","1977-08-04","408-429-4623"
5536,"Kenneth Browning Jr.","674½ Quincy St","Brooklyn, NY 11221","1961-06-10","212-706-3667"
5537,"Susan Gonzales","231-35 125th Ave","Springfield Gardens, NY 11413","1988-12-30","914-875-9719"
5538,"Tracy Flores","941 1st Ave N","Kansas City, KS 66105","1999-03-28","785-259-5388"
5539,"Omar Manning","3139 E Navajo St","Mesa, AZ 85213","1986-04-09","480-415-3356"
5540,"Thomas Watkins Jr.","2437 SW Park Rd","Apple Valley, CA 92308","1959-10-07","818-210-8987"
5541,"Eric Edwards","30-41 79th St","East Elmhurst, NY 11370","1970-02-03","838-555-3870"
5542,"Peter Smith Jr.","49-22 39th Ave","Sunnyside, NY 11104","1970-12-02","315-890-1093"
5543,"Daniel Campbell","227 Ave P","Brooklyn, NY 11223","1955-05-18","838-623-9783"
